account_id,supervised_risk_score,anomaly_score,anomaly_flag,n_sim_changes,failure_rate,max_amount,label_account_takeover,combined_risk
ACC100647,1.0,0.9654523253070186,1,0.0,0.4285714285714285,12027.71,1,0.9861809301228075
ACC100401,0.9766666666666667,1.0,1,1.0,0.2666666666666666,49776.28,1,0.986
ACC100050,0.9866666666666667,0.9389923865244015,1,4.0,0.0714285714285714,28384.25,1,0.9675969546097606
ACC100765,0.9833333333333333,0.9436278704971472,1,0.0,0.2916666666666667,14467.81,1,0.9674511481988589
ACC100791,1.0,0.9146439984029977,1,1.0,0.1538461538461538,57054.8,1,0.9658575993611991
ACC100774,0.9766666666666667,0.9034520423358317,1,1.0,0.0625,53204.54,1,0.9473808169343326
ACC100601,1.0,0.8632006423185935,1,1.0,0.3571428571428571,24493.07,1,0.9452802569274374
ACC100425,0.9966666666666667,0.8446859794509661,1,0.0,0.0666666666666666,34210.01,1,0.9358743917803864
ACC100394,0.9933333333333333,0.844175888901029,1,0.0,0.1176470588235294,43215.77,1,0.9336703555604116
ACC100072,0.9966666666666667,0.834647761854989,1,1.0,0.1875,58044.57,1,0.9318591047419956
ACC100653,0.9866666666666667,0.8432186367990985,1,0.0,0.2272727272727272,8068.87,1,0.9292874547196394
ACC100562,0.9666666666666667,0.8549834319285688,1,3.0,0.2857142857142857,5522.12,1,0.9219933727714276
ACC100556,0.9933333333333333,0.8108327242047416,1,1.0,0.3,17739.27,1,0.9203330896818966
ACC100583,0.9966666666666667,0.8019215234281818,1,1.0,0.1578947368421052,23574.74,1,0.9187686093712727
ACC100054,0.9966666666666667,0.7773006127945385,1,2.0,0.25,15793.78,1,0.9089202451178154
ACC100745,1.0,0.7668728896259814,1,1.0,0.1428571428571428,37484.9,1,0.9067491558503926
ACC100178,0.9933333333333333,0.7737239279645158,1,1.0,0.3,16636.63,1,0.9054895711858063
ACC100500,0.95,0.8251983830491314,1,3.0,0.4375,5866.7,1,0.9000793532196525
ACC100141,1.0,0.7194139553677833,1,1.0,0.0909090909090909,18924.17,1,0.8877655821471133
ACC100714,0.9433333333333334,0.7988420011310912,1,0.0,0.1739130434782608,31356.14,1,0.8855368004524364
ACC100719,0.9833333333333333,0.7369035238116286,1,1.0,0.25,9631.49,1,0.8847614095246514
ACC100677,0.9666666666666667,0.7590687135298474,1,1.0,0.0,17750.88,1,0.8836274854119389
ACC100067,0.99,0.7193351718645791,1,3.0,0.1333333333333333,11975.98,1,0.8817340687458316
ACC100286,0.9933333333333333,0.6941906417695446,1,0.0,0.25,8006.77,1,0.8736762567078178
ACC100098,0.9833333333333333,0.6918606159429747,1,0.0,0.2142857142857142,7657.53,1,0.8667442463771898
ACC100346,1.0,0.65916921649884,1,1.0,0.1875,17690.7,1,0.863667686599536
ACC100218,0.98,0.6850332116849831,1,0.0,0.0909090909090909,6812.63,1,0.8620132846739932
ACC100650,0.97,0.6912698153320254,1,1.0,0.0,15135.27,1,0.8585079261328101
ACC100698,0.98,0.6689637845420919,1,0.0,0.0666666666666666,8219.76,1,0.8555855138168367
ACC100352,0.9966666666666667,0.6316438919509814,1,2.0,0.2307692307692307,6583.36,1,0.8506575567803925
ACC100327,0.97,0.6570726956649943,1,1.0,0.1875,9733.41,1,0.8448290782659977
ACC100550,0.9966666666666667,0.5993261090895164,0,1.0,0.0714285714285714,18708.28,1,0.8377304436358066
ACC100331,0.87,0.7891969384123171,1,1.0,0.05,13060.76,1,0.8376787753649269
ACC100386,0.98,0.6121336867865672,1,0.0,0.1578947368421052,11429.47,1,0.8328534747146269
ACC100153,0.9966666666666667,0.5667583704061145,0,0.0,0.1333333333333333,14647.52,1,0.8247033481624458
ACC100494,0.96,0.6064159819611042,1,0.0,0.1333333333333333,17974.53,1,0.8185663927844417
ACC100347,0.8833333333333333,0.7213643915346457,1,3.0,0.1111111111111111,7397.43,1,0.8185457566138582
ACC100313,0.9766666666666667,0.5760686015303625,0,0.0,0.2307692307692307,6411.66,1,0.816427440612145
ACC100071,0.9133333333333333,0.6696981989994955,1,0.0,0.3333333333333333,7312.19,1,0.8158792795997981
ACC100065,0.9233333333333333,0.5691565334102593,0,1.0,0.3076923076923077,6626.85,1,0.7816626133641037
ACC100435,0.8431309523809524,0.6686255480791128,1,3.0,0.1304347826086956,2927.57,1,0.7733287906602165
ACC100529,0.9332289748311848,0.5280309914423154,0,1.0,0.2,7267.33,1,0.7711497814756371
ACC100603,0.8766666666666667,0.5312212212684448,0,1.0,0.1666666666666666,4937.99,1,0.7384884885073779
ACC100131,0.75,0.6463535277495227,1,3.0,0.2727272727272727,633.83,1,0.7085414110998091
ACC100607,0.6433333333333333,0.7977715515918985,1,0.0,0.375,3391.88,1,0.7051086206367594
ACC100282,0.7998956414978515,0.4601644969762734,0,1.0,0.1538461538461538,2178.69,1,0.6640031836892203
ACC100641,0.4533333333333333,0.7904287839307821,1,2.0,0.2,21156.06,1,0.5881715135723129
ACC100356,0.47,0.3237306993443129,0,0.0,0.1333333333333333,1757.2,1,0.4114922797377252
ACC100302,0.023333333333333334,0.5864629341648375,0,3.0,0.1538461538461538,1686.69,0,0.24858517366593502
ACC100428,0.12333333333333334,0.39740267742178415,0,2.0,0.0555555555555555,7977.46,0,0.23296107096871366
ACC100447,0.006666666666666667,0.5125240450039131,0,0.0,0.2,1231.41,0,0.20900961800156526
ACC100618,0.06,0.42372368125271115,0,1.0,0.125,7169.89,0,0.20548947250108449
ACC100226,0.006666666666666667,0.48990611144144564,0,0.0,0.1875,1510.41,0,0.19996244457657827
ACC100519,0.0,0.49572571964004786,0,0.0,0.3125,1503.53,0,0.19829028785601915
ACC100709,0.0033333333333333335,0.47900966522634086,0,3.0,0.0,2715.49,0,0.19360386609053637
ACC100106,0.02666666666666667,0.44108703359710694,0,1.0,0.0833333333333333,5582.27,0,0.19243481343884278
ACC100687,0.0,0.47514227550634547,0,2.0,0.0,1787.17,0,0.1900569102025382
ACC100074,0.016666666666666666,0.44771515439511883,0,3.0,0.2307692307692307,2135.89,0,0.18908606175804754
ACC100310,0.02,0.43778116932252814,0,3.0,0.0,628.49,0,0.18711246772901127
ACC100212,0.013333333333333334,0.4425795692547724,0,1.0,0.3333333333333333,955.37,0,0.18503182770190896
ACC100755,0.0033333333333333335,0.45710355155809423,0,4.0,0.0,1449.47,0,0.18484142062323772
ACC100196,0.12,0.2746300003029775,0,0.0,0.1111111111111111,7390.37,0,0.18185200012119102
ACC100736,0.0,0.4500473617186847,0,2.0,0.1538461538461538,1361.65,0,0.1800189446874739
ACC100779,0.0,0.44735301157195057,0,2.0,0.0,1492.86,0,0.17894120462878024
ACC100158,0.0,0.4412359595509525,0,3.0,0.0,1603.07,0,0.17649438382038102
ACC100133,0.0,0.43335116229233117,0,0.0,0.3,3919.91,0,0.17334046491693247
ACC100548,0.0,0.43271556061715055,0,0.0,0.1818181818181818,1354.92,0,0.17308622424686024
ACC100531,0.05333333333333334,0.35126750309523264,0,2.0,0.0,627.5,0,0.17250700123809307
ACC100645,0.006666666666666667,0.4207771943350619,0,4.0,0.0,2214.18,0,0.17231087773402476
ACC100272,0.0,0.4165542835317218,0,1.0,0.3333333333333333,1793.63,0,0.16662171341268872
ACC100609,0.006666666666666667,0.3992191894126004,0,1.0,0.1538461538461538,1907.31,0,0.16368767576504017
ACC100270,0.02666666666666667,0.36567964395077107,0,2.0,0.0666666666666666,1785.81,0,0.16227185758030843
ACC100278,0.0,0.3953621002628204,0,1.0,0.3076923076923077,2523.01,0,0.1581448401051282
ACC100318,0.013333333333333334,0.37470276548507514,0,2.0,0.2666666666666666,1312.23,0,0.15788110619403006
ACC100788,0.016666666666666666,0.3659179505231208,0,0.0,0.0,264.57,0,0.15636718020924834
ACC100444,0.0033333333333333335,0.3854509477642244,0,1.0,0.0,1379.58,0,0.15618037910568977
ACC100146,0.01,0.3688138043878301,0,2.0,0.0,446.86,0,0.15352552175513207
ACC100344,0.0033333333333333335,0.3784482348923732,0,0.0,0.0952380952380952,3961.54,0,0.1533792939569493
ACC100227,0.013333333333333334,0.35928112950470315,0,0.0,0.0833333333333333,2432.22,0,0.15171245180188128
ACC100113,0.0,0.3791312261480956,0,3.0,0.2,1134.07,0,0.15165249045923823
ACC100613,0.0033333333333333335,0.3727940856930079,0,0.0,0.125,1457.15,0,0.15111763427720318
ACC100638,0.006666666666666667,0.36627489604947017,0,1.0,0.0,2723.39,0,0.15050995841978806
ACC100551,0.043333333333333335,0.3097558417048977,0,1.0,0.05,5377.91,0,0.1499023366819591
ACC100075,0.01,0.358942802687685,0,1.0,0.2727272727272727,2029.25,0,0.149577121075074
ACC100465,0.0,0.3722702394676552,0,3.0,0.1333333333333333,952.44,0,0.14890809578706207
ACC100168,0.0,0.37218345431222744,0,0.0,0.25,792.33,0,0.14887338172489098
ACC100600,0.0033333333333333335,0.35902639858992713,0,0.0,0.2,2772.73,0,0.14561055943597087
ACC100376,0.0033333333333333335,0.3571331224318863,0,0.0,0.25,629.2,0,0.1448532489727545
ACC100016,0.0,0.36164146204057646,0,1.0,0.0,1144.33,0,0.1446565848162306
ACC100295,0.04,0.30146457989105524,0,1.0,0.2,4476.91,0,0.1445858319564221
ACC100052,0.0033333333333333335,0.35281044426392716,0,3.0,0.0666666666666666,2491.08,0,0.14312417770557087
ACC100511,0.01,0.34076203510276276,0,3.0,0.1428571428571428,1467.71,0,0.14230481404110512
ACC100663,0.0,0.3521049989761448,0,0.0,0.2727272727272727,2429.29,0,0.14084199959045793
ACC100458,0.02,0.3201784850139192,0,0.0,0.1538461538461538,293.15,0,0.1400713940055677
ACC100137,0.016666666666666666,0.3208542183394184,0,1.0,0.1666666666666666,2995.28,0,0.13834168733576738
ACC100530,0.0,0.3443663893512278,0,0.0,0.1764705882352941,1901.17,0,0.13774655574049113
ACC100079,0.0,0.34264557822081415,0,1.0,0.3076923076923077,1498.61,0,0.13705823128832567
ACC100134,0.01656230816451811,0.3134149650908956,0,3.0,0.1333333333333333,2843.0,0,0.13530337093506914
ACC100235,0.0033333333333333335,0.33301306322781105,0,3.0,0.1111111111111111,2414.17,0,0.13520522529112441
ACC100368,0.04,0.27356550912500993,0,0.0,0.1428571428571428,567.2,0,0.133426203650004
ACC100027,0.0,0.3333371804564856,0,1.0,0.0,644.6,0,0.13333487218259424
ACC100056,0.0033333333333333335,0.32546728104386724,0,1.0,0.1739130434782608,942.17,0,0.1321869124175469
ACC100059,0.0,0.3277710940890638,0,0.0,0.1666666666666666,1007.87,0,0.13110843763562552
ACC100322,0.0033333333333333335,0.31443565854697336,0,0.0,0.1,1841.59,0,0.12777426341878936
ACC100084,0.0,0.3190850410796059,0,1.0,0.1176470588235294,1533.72,0,0.12763401643184236
ACC100557,0.0,0.3181195772532932,0,0.0,0.0,2019.53,0,0.12724783090131728
ACC100667,0.0,0.3128860900020805,0,0.0,0.2,513.48,0,0.1251544360008322
ACC100251,0.0033333333333333335,0.3074459475981567,0,1.0,0.1304347826086956,1407.15,0,0.12497837903926268
ACC100345,0.0,0.3119076298970763,0,1.0,0.2352941176470588,842.17,0,0.12476305195883053
ACC100778,0.006666666666666667,0.29829898000802163,0,0.0,0.125,3829.4,0,0.12331959200320866
ACC100754,0.03666666666666667,0.25170307062658276,0,0.0,0.1,5713.4,0,0.1226812282506331
ACC100375,0.0033333333333333335,0.3002568328927427,0,1.0,0.1333333333333333,1648.47,0,0.12210273315709708
ACC100614,0.0,0.3041075892426803,0,1.0,0.2222222222222222,725.21,0,0.12164303569707212
ACC100593,0.04666666666666667,0.23208932087522652,0,0.0,0.0625,5861.59,0,0.12083572835009061
ACC100403,0.0033333333333333335,0.29653373545337236,0,1.0,0.0,4189.32,0,0.12061349418134895
ACC100357,0.0,0.3014554944171065,0,0.0,0.1538461538461538,2332.91,0,0.1205821977668426
ACC100339,0.0,0.30119641637437894,0,1.0,0.2,737.05,0,0.12047856654975159
ACC100581,0.0033333333333333335,0.29361342078030095,0,0.0,0.0833333333333333,5176.04,0,0.11944536831212038
ACC100633,0.0,0.2981353022649919,0,0.0,0.2,1510.32,0,0.11925412090599677
ACC100673,0.0,0.2966896018853298,0,1.0,0.1428571428571428,667.71,0,0.11867584075413191
ACC100496,0.04,0.2361730578498401,0,0.0,0.0769230769230769,6680.36,0,0.11846922313993605
ACC100162,0.0,0.2936950123370709,0,0.0,0.25,1431.33,0,0.11747800493482836
ACC100540,0.0033333333333333335,0.2875611161169889,0,2.0,0.0,4198.08,0,0.11702444644679558
ACC100265,0.03666666666666667,0.23641825393080915,0,0.0,0.0,3568.87,0,0.11656730157232367
ACC100750,0.0,0.290276104361787,0,1.0,0.0,696.28,0,0.11611044174471481
ACC100661,0.0,0.28996368712177634,0,1.0,0.2,1135.91,0,0.11598547484871054
ACC100198,0.0,0.2893676721227548,0,0.0,0.0,1062.75,0,0.11574706884910194
ACC100351,0.0,0.28779834215663025,0,0.0,0.1666666666666666,2646.27,0,0.1151193368626521
ACC100236,0.0033333333333333335,0.28262808309574,0,3.0,0.0,1132.77,0,0.11505123323829601
ACC100132,0.0,0.28540169144071864,0,0.0,0.0,2776.18,0,0.11416067657628746
ACC100608,0.0,0.28481329558194,0,2.0,0.0,717.4,0,0.11392531823277602
ACC100091,0.0,0.28080356427624964,0,1.0,0.1428571428571428,1210.37,0,0.11232142571049986
ACC100639,0.0,0.27952662217114643,0,1.0,0.25,1069.54,0,0.11181064886845858
ACC100514,0.0,0.2788180817952125,0,0.0,0.1578947368421052,689.79,0,0.11152723271808501
ACC100718,0.0,0.2762346583879499,0,2.0,0.0,2127.5,0,0.11049386335517997
ACC100406,0.0,0.2744430341324328,0,0.0,0.1428571428571428,1564.4,0,0.10977721365297313
ACC100440,0.0,0.27255261385431423,0,0.0,0.0909090909090909,1287.86,0,0.1090210455417257
ACC100582,0.0,0.27164805371484657,0,1.0,0.0,1022.2,0,0.10865922148593864
ACC100300,0.013333333333333334,0.2514145056823118,0,0.0,0.0555555555555555,6407.56,0,0.10856580227292473
ACC100049,0.0,0.270212558303585,0,1.0,0.0,2198.77,0,0.10808502332143399
ACC100372,0.0,0.26991186526083616,0,0.0,0.0833333333333333,2731.77,0,0.10796474610433447
ACC100211,0.013333333333333334,0.24862553469484427,0,0.0,0.1,2877.29,0,0.10745021387793771
ACC100446,0.0,0.26821866189864824,0,0.0,0.1818181818181818,1306.14,0,0.1072874647594593
ACC100077,0.006666666666666667,0.2565706542845275,0,2.0,0.0476190476190476,3414.46,0,0.10662826171381101
ACC100150,0.0,0.26619475621625965,0,2.0,0.0,1239.58,0,0.10647790248650386
ACC100426,0.03333333333333333,0.21614057533938738,0,1.0,0.1,1653.05,0,0.10645623013575496
ACC100305,0.0033333333333333335,0.2608225991698489,0,2.0,0.0909090909090909,2957.48,0,0.10632903966793956
ACC100291,0.0,0.26463101200245787,0,2.0,0.1111111111111111,1887.89,0,0.10585240480098315
ACC100348,0.02,0.23170062616018006,0,0.0,0.1428571428571428,4926.66,0,0.10468025046407202
ACC100573,0.0,0.2606213320856299,0,0.0,0.0,877.19,0,0.10424853283425195
ACC100568,0.0,0.25992233553719407,0,2.0,0.0526315789473684,979.2,0,0.10396893421487763
ACC100630,0.0,0.25954085772761637,0,2.0,0.0,830.03,0,0.10381634309104655
ACC100466,0.0,0.2583710956638343,0,1.0,0.0,1227.17,0,0.10334843826553373
ACC100503,0.006666666666666667,0.24783481672271265,0,3.0,0.0,872.03,0,0.10313392668908507
ACC100252,0.0,0.2550518749209392,0,2.0,0.125,2616.24,0,0.10202074996837569
ACC100792,0.0033333333333333335,0.24920384928062791,0,3.0,0.1111111111111111,1706.96,0,0.10168153971225118
ACC100170,0.03333333333333333,0.20386337434657312,0,0.0,0.0,653.83,0,0.10154534973862926
ACC100762,0.013333333333333334,0.23376461151906516,0,3.0,0.0909090909090909,1079.46,0,0.10150584460762607
ACC100223,0.01,0.23814893245192978,0,0.0,0.1538461538461538,2761.04,0,0.10125957298077193
ACC100155,0.0033333333333333335,0.24778941406228713,0,1.0,0.1111111111111111,1845.06,0,0.10111576562491487
ACC100068,0.0,0.2505904349791515,0,1.0,0.1666666666666666,694.98,0,0.10023617399166061
ACC100060,0.013333333333333334,0.2293206042149057,0,0.0,0.0416666666666666,2595.5,0,0.09972824168596228
ACC100431,0.0033333333333333335,0.24269440550059537,0,1.0,0.04,2684.73,0,0.09907776220023816
ACC100622,0.0,0.24740000003001603,0,2.0,0.05,749.12,0,0.09896000001200642
ACC100668,0.0,0.24659218194769297,0,1.0,0.04,812.96,0,0.09863687277907719
ACC100164,0.0,0.24600465137170283,0,1.0,0.2142857142857142,974.91,0,0.09840186054868114
ACC100539,0.01,0.23091371418491735,0,0.0,0.0,5193.12,0,0.09836548567396695
ACC100213,0.01,0.2296143680082206,0,1.0,0.0,473.63,0,0.09784574720328826
ACC100764,0.009797619047619046,0.22921407537209693,0,1.0,0.0,2275.42,0,0.0975642015774102
ACC100214,0.0,0.24353296155362733,0,0.0,0.0,935.15,0,0.09741318462145093
ACC100744,0.0,0.24288570544756277,0,1.0,0.2307692307692307,2854.36,0,0.09715428217902511
ACC100610,0.0,0.24093395925077632,0,2.0,0.0526315789473684,1499.92,0,0.09637358370031053
ACC100763,0.0,0.2406951393454206,0,2.0,0.0,2827.97,0,0.09627805573816825
ACC100089,0.0,0.23887832516660956,0,1.0,0.0,1970.71,0,0.09555133006664383
ACC100445,0.009895641497851443,0.2210339191420823,0,1.0,0.1818181818181818,3894.74,0,0.0943509525555438
ACC100469,0.0,0.23559485440720335,0,0.0,0.0,953.03,0,0.09423794176288135
ACC100182,0.0,0.23530386665160383,0,1.0,0.1666666666666666,1487.99,0,0.09412154666064154
ACC100777,0.0,0.23489159605076335,0,0.0,0.0,870.16,0,0.09395663842030534
ACC100735,0.0,0.23460951163664692,0,1.0,0.0,1251.93,0,0.09384380465465877
ACC100193,0.0,0.23450501634455356,0,0.0,0.1333333333333333,2054.26,0,0.09380200653782143
ACC100294,0.0,0.23312586557083703,0,0.0,0.0,697.45,0,0.09325034622833482
ACC100457,0.0,0.23305571468564024,0,0.0,0.125,2062.79,0,0.0932222858742561
ACC100105,0.03333333333333333,0.18302562662443242,0,0.0,0.0588235294117647,3200.5,0,0.09321025064977298
ACC100670,0.0,0.23197805140495206,0,0.0,0.1875,2835.08,0,0.09279122056198083
ACC100388,0.0033333333333333335,0.22691173288324598,0,0.0,0.1428571428571428,2425.97,0,0.0927646931532984
ACC100703,0.0,0.23122910946300138,0,2.0,0.15,1422.73,0,0.09249164378520056
ACC100358,0.0,0.23114205508101274,0,0.0,0.2142857142857142,1411.98,0,0.0924568220324051
ACC100715,0.0,0.2303796159609463,0,2.0,0.1333333333333333,1469.61,0,0.09215184638437852
ACC100096,0.006666666666666667,0.21995498104270142,0,0.0,0.0833333333333333,1092.57,0,0.09198199241708058
ACC100262,0.0,0.22891243281937254,0,1.0,0.05,1435.31,0,0.09156497312774903
ACC100672,0.0,0.22642211747100832,0,2.0,0.0,2623.24,0,0.09056884698840334
ACC100538,0.0,0.22544447183278435,0,1.0,0.0476190476190476,2141.13,0,0.09017778873311375
