transaction_id,is_fraud,anomaly_score,is_anomaly
TXN_0024714,1,0.10648214248988175,1
TXN_0095096,1,0.09966845662729173,1
TXN_0018725,1,0.0950259206272881,1
TXN_0024981,1,0.09329135187413773,1
TXN_0054996,0,0.0929464072865751,1
TXN_0039102,1,0.08958415361866179,1
TXN_0011176,0,0.08943226494838408,1
TXN_0078767,1,0.08451143741138456,1
TXN_0072202,1,0.07875276997659475,1
TXN_0088903,1,0.07751453644288886,1
TXN_0058964,0,0.07533373106546404,1
TXN_0026139,1,0.07455573220501832,1
TXN_0049677,0,0.07204678362241435,1
TXN_0036364,1,0.07165297460372866,1
TXN_0001848,1,0.07164233409129861,1
TXN_0016024,1,0.07062430641913642,1
TXN_0087688,0,0.07048045608898257,1
TXN_0086107,1,0.07018342876553751,1
TXN_0090791,1,0.06972606137706094,1
TXN_0045655,1,0.06955664913411219,1
TXN_0036890,1,0.06949552626670064,1
TXN_0001604,0,0.06931259231969977,1
TXN_0089168,0,0.06928664264089801,1
TXN_0041075,1,0.06884652963454452,1
TXN_0053985,1,0.06853020842972823,1
TXN_0032900,1,0.06836532442973764,1
TXN_0016328,1,0.06832128743654065,1
TXN_0095272,0,0.0681158681004187,1
TXN_0023379,1,0.0675297857489855,1
TXN_0086356,0,0.06704623115684227,1
TXN_0079289,0,0.06669411268107628,1
TXN_0090536,1,0.06645817820985533,1
TXN_0019392,0,0.06633177548600422,1
TXN_0029869,1,0.06623502879286092,1
TXN_0040917,0,0.06614711492639824,1
TXN_0025266,0,0.06607319949658841,1
TXN_0006379,0,0.06606079374674168,1
TXN_0026972,1,0.06525642397697906,1
TXN_0026978,0,0.06505071158105646,1
TXN_0082324,1,0.06481841237674979,1
TXN_0089947,0,0.06465493349358709,1
TXN_0043651,1,0.06450277925747938,1
TXN_0073801,0,0.06438909857658148,1
TXN_0053962,0,0.06422750266373678,1
TXN_0091725,0,0.06415445341959147,1
TXN_0039205,1,0.06383282967904569,1
TXN_0016658,0,0.06371258315361505,1
TXN_0095028,0,0.06365044958844823,1
TXN_0012696,1,0.06359917295235651,1
TXN_0020750,0,0.06328563875389848,1
TXN_0010690,1,0.06315475095988199,1
TXN_0005699,0,0.06285873145805765,1
TXN_0001166,0,0.0627944642423296,1
TXN_0075048,0,0.06251026267005322,1
TXN_0044003,0,0.0622422056195836,1
TXN_0067788,0,0.061864045334295015,1
TXN_0063441,1,0.06174649621491113,1
TXN_0076516,1,0.061512221358356434,1
TXN_0001376,0,0.061447603000403306,1
TXN_0045555,1,0.06081248709279008,1
TXN_0019615,1,0.06051302850803442,1
TXN_0023004,0,0.0601862761305757,1
TXN_0014166,0,0.05997999326848802,1
TXN_0058058,0,0.05984542574141005,1
TXN_0008781,1,0.05968145204428266,1
TXN_0005410,0,0.05956675142895307,1
TXN_0028601,0,0.05890087038838043,1
TXN_0095967,1,0.058581770162145275,1
TXN_0089498,1,0.058486759986460135,1
TXN_0056764,0,0.0583709180790043,1
TXN_0031138,0,0.05834778819908304,1
TXN_0079940,1,0.05782862827787816,1
TXN_0098435,0,0.057265788876991186,1
TXN_0092781,1,0.0572497458095359,1
TXN_0023471,0,0.057021548749342066,1
TXN_0018586,0,0.057014735790288484,1
TXN_0060550,0,0.05678210340341705,1
TXN_0028579,1,0.05671842162631646,1
TXN_0014662,0,0.05667406976845091,1
TXN_0093129,0,0.05661899093260192,1
TXN_0057831,1,0.056542395201164,1
TXN_0053673,1,0.056319953726058136,1
TXN_0039552,0,0.056226075949972865,1
TXN_0009472,1,0.05562614059472948,1
TXN_0037023,0,0.05556828166095884,1
TXN_0024705,1,0.05550477289287292,1
TXN_0003299,1,0.05548370865942942,1
TXN_0011505,0,0.055449215272319496,1
TXN_0066691,1,0.05530587219611227,1
TXN_0071304,0,0.055152196511375484,1
TXN_0017394,0,0.05501894152023701,1
TXN_0078877,1,0.05501643811394663,1
TXN_0057185,1,0.054990631061634154,1
TXN_0086138,0,0.054938938349180955,1
TXN_0037435,0,0.05472080169805127,1
TXN_0066757,1,0.054691864177092486,1
TXN_0030479,0,0.054629633324013493,1
TXN_0068517,1,0.05442173189670074,1
TXN_0045515,1,0.05423912619810811,1
TXN_0044535,1,0.05420531145154417,1
TXN_0081391,0,0.05415678487489828,1
TXN_0069047,0,0.05402799928061608,1
TXN_0093338,0,0.053939645411921755,1
TXN_0046393,0,0.053913066027903356,1
TXN_0063743,0,0.053837752228020896,1
TXN_0060537,0,0.053374576610573765,1
TXN_0015859,0,0.05328855717761283,1
TXN_0045916,1,0.05327854936211984,1
TXN_0084496,0,0.05311169663240456,1
TXN_0082091,0,0.052962226839718074,1
TXN_0072089,1,0.052880643830181095,1
TXN_0058627,0,0.0527815573266639,1
TXN_0087030,0,0.052744610408618664,1
TXN_0086601,1,0.052593429328507635,1
TXN_0080031,0,0.05245882301722693,1
TXN_0014404,1,0.052453609576642135,1
TXN_0031759,1,0.05243486242129092,1
TXN_0037487,1,0.05241613942459766,1
TXN_0052537,0,0.05240929649951254,1
TXN_0038041,0,0.05222308467967829,1
TXN_0086133,0,0.05197551789383825,1
TXN_0033863,1,0.051948109560565614,1
TXN_0007128,0,0.051927648571288954,1
TXN_0018721,1,0.051906842373487194,1
TXN_0039160,1,0.051812678637571996,1
TXN_0089697,0,0.05180939991648159,1
TXN_0098699,1,0.05180766102198853,1
TXN_0001661,1,0.05152802114563548,1
TXN_0003638,1,0.05152054019723051,1
TXN_0006355,0,0.05128794012157745,1
TXN_0074143,0,0.051246886511281176,1
TXN_0018670,1,0.050992189315042125,1
TXN_0018968,1,0.05094187445880893,1
TXN_0012216,0,0.05090738392085592,1
TXN_0041125,0,0.05083256603813513,1
TXN_0074494,0,0.05066511866839152,1
TXN_0035146,0,0.05064541620070839,1
TXN_0005737,0,0.05062080258701451,1
TXN_0048713,0,0.050537809908579034,1
TXN_0083315,0,0.050299683975845055,1
TXN_0003009,0,0.05027274860148012,1
TXN_0062498,0,0.050213908483918046,1
TXN_0075842,0,0.05010456724328616,1
TXN_0022690,0,0.050014471913721215,1
TXN_0021149,0,0.049954065730710484,1
TXN_0086294,0,0.049713925651641455,1
TXN_0011019,1,0.04966239425251329,1
TXN_0000499,0,0.04957809599662122,1
TXN_0042313,0,0.049480138573031796,1
TXN_0011384,0,0.04918588662996182,1
TXN_0095693,1,0.049142310969259806,1
TXN_0067521,0,0.049118592534606376,1
TXN_0067538,0,0.04878066420355198,1
TXN_0086293,1,0.048735823293012404,1
TXN_0055852,0,0.0486908504488891,1
TXN_0007855,0,0.048608046862715915,1
TXN_0007876,1,0.04860691972029385,1
TXN_0077809,0,0.04859518212118097,1
TXN_0088825,1,0.0485341869492818,1
TXN_0077039,0,0.048443810286339484,1
TXN_0037879,0,0.048428863406619005,1
TXN_0055029,0,0.04840814068044863,1
TXN_0067171,0,0.04839599304614073,1
TXN_0085287,1,0.048220994814455076,1
TXN_0004962,0,0.048093965574310116,1
TXN_0001925,0,0.04803189384446804,1
TXN_0098059,0,0.04797635169900205,1
TXN_0037897,0,0.04797594664065197,1
TXN_0065420,0,0.04794868496211235,1
TXN_0053027,1,0.04790694362223524,1
TXN_0027080,0,0.047884749179340935,1
TXN_0026282,0,0.04775945355604283,1
TXN_0095744,1,0.047669825315434955,1
TXN_0091580,0,0.0476486600139896,1
TXN_0088959,1,0.04752497575354586,1
TXN_0022912,1,0.047484843474295824,1
TXN_0077807,1,0.04737852021514777,1
TXN_0097171,0,0.04735373874260762,1
TXN_0095865,1,0.047333846368059374,1
TXN_0050721,0,0.04732152782981014,1
TXN_0042913,1,0.04727364228743891,1
TXN_0037191,0,0.04724495058131428,1
TXN_0035347,0,0.04722098277861542,1
TXN_0054307,1,0.04719754052178127,1
TXN_0077858,0,0.047145552168932015,1
TXN_0077265,0,0.047044682031332274,1
TXN_0015597,1,0.04704035487176883,1
TXN_0055762,0,0.04691735547076625,1
TXN_0035351,0,0.04677438422761515,1
TXN_0091393,0,0.04676102364830759,1
TXN_0063067,0,0.046661568375656826,1
TXN_0004598,1,0.04663168698004849,1
TXN_0016615,0,0.046527902749538885,1
TXN_0036783,0,0.046497110190860114,1
TXN_0064056,1,0.046443756323871876,1
TXN_0030933,0,0.0464346799494163,1
TXN_0000538,0,0.04642833584785111,1
TXN_0016136,0,0.046282425237243796,1
TXN_0011051,0,0.046194282695378175,1
TXN_0022469,0,0.04610158590777513,1
TXN_0014467,0,0.046033412744487356,1
TXN_0034803,0,0.04596746252878625,1
TXN_0083259,0,0.04595108222544175,1
TXN_0055940,0,0.04589150388950869,1
TXN_0047129,0,0.0458749536904135,1
TXN_0090680,0,0.04582638446413878,1
TXN_0031810,0,0.0457835875309307,1
TXN_0069955,1,0.045574979833363116,1
TXN_0072285,1,0.04554652649043989,1
TXN_0092475,0,0.045467479579593184,1
TXN_0073315,0,0.04543001464801477,1
TXN_0073839,0,0.045418867325386136,1
TXN_0030745,0,0.04541719837460112,1
TXN_0026889,1,0.045336677545564585,1
TXN_0047153,1,0.04529475132351901,1
TXN_0099127,1,0.04525772947294138,1
TXN_0048782,1,0.04515681940018135,1
TXN_0053109,0,0.04506568118359833,1
TXN_0050550,0,0.04503269870105564,1
TXN_0036665,1,0.04501422027487001,1
TXN_0087375,1,0.04501096678898553,1
TXN_0081047,1,0.04495488834503014,1
TXN_0045011,0,0.044918007080280375,1
TXN_0070290,0,0.044916920614312184,1
TXN_0020009,0,0.04486354506708601,1
TXN_0052876,0,0.044765832110660986,1
TXN_0074369,0,0.04476522378791714,1
TXN_0068276,0,0.04473320904291389,1
TXN_0050586,0,0.044711627348948624,1
TXN_0085439,0,0.044468701901593466,1
TXN_0078832,1,0.04443931510053056,1
TXN_0016739,1,0.04440603710742119,1
TXN_0074535,1,0.04440297362140433,1
TXN_0010631,0,0.04435937229069675,1
TXN_0099436,0,0.04431287556486019,1
TXN_0084844,0,0.04430486402108713,1
TXN_0017286,0,0.044220416250404515,1
TXN_0093013,1,0.044161605068537835,1
TXN_0050954,0,0.04415179973088934,1
TXN_0011593,0,0.04408598946630393,1
TXN_0030556,0,0.044064064270952885,1
TXN_0057486,1,0.04404360108084626,1
TXN_0000483,0,0.04399937652414221,1
TXN_0037114,1,0.04390275235616792,1
TXN_0082228,0,0.04382606812856071,1
TXN_0073985,0,0.04373806349798881,1
TXN_0008786,0,0.043716523497032034,1
TXN_0074263,0,0.0436311901601828,1
TXN_0055535,0,0.04355103069508337,1
TXN_0003133,0,0.043524472111302726,1
TXN_0072998,0,0.04344499550463854,1
TXN_0095872,0,0.043423465793124505,1
TXN_0020937,0,0.04341406790482394,1
TXN_0053357,0,0.043230930233652876,1
TXN_0093454,0,0.04318540001101523,1
TXN_0025717,0,0.04316588132975596,1
TXN_0042796,0,0.043162950542999456,1
TXN_0098360,1,0.043118667367316066,1
TXN_0077271,1,0.043114947792427194,1
TXN_0043246,0,0.04306344285895691,1
TXN_0043073,0,0.04305352436635568,1
TXN_0089119,1,0.04300962258407115,1
TXN_0090404,0,0.042989441462128575,1
TXN_0050817,0,0.04294040926436982,1
TXN_0088040,1,0.04290468549508797,1
TXN_0075083,0,0.04288521769882825,1
TXN_0040496,1,0.042828689386369745,1
TXN_0098972,1,0.04277274345717719,1
TXN_0099305,1,0.042761026305939476,1
TXN_0058593,1,0.04259307155657832,1
TXN_0098645,0,0.04249386605676819,1
TXN_0071864,0,0.04247387284213522,1
TXN_0055324,1,0.04245763877734976,1
TXN_0027185,0,0.04244363300122622,1
TXN_0028956,1,0.04242046980413816,1
TXN_0029604,1,0.04241436840515922,1
TXN_0034766,0,0.04240693605296075,1
TXN_0070604,0,0.04237370951387642,1
TXN_0030946,0,0.04236520364580565,1
TXN_0098008,0,0.0423357772003089,1
TXN_0099619,0,0.04233176642235903,1
TXN_0036843,1,0.042300098488251,1
TXN_0041936,1,0.042276971499033644,1
TXN_0051795,0,0.042276548749674014,1
TXN_0005865,0,0.04207984632488626,1
TXN_0097147,0,0.04198747214072063,1
TXN_0056132,1,0.041980891742271154,1
TXN_0062840,0,0.04193045671356921,1
TXN_0048344,0,0.04191736848833383,1
TXN_0035573,0,0.04191128308830361,1
TXN_0087043,0,0.04189141106849181,1
TXN_0044211,0,0.041709924936438214,1
TXN_0056407,1,0.041694006856198285,1
TXN_0062052,0,0.04166248610755219,1
TXN_0025073,1,0.04165951755056685,1
TXN_0059571,0,0.04161356252041615,1
TXN_0068027,0,0.04153038924857644,1
TXN_0080520,0,0.04151481286193759,1
TXN_0071520,0,0.0414795641521124,1
TXN_0025138,1,0.04147777047770773,1
TXN_0050256,0,0.0414269940901949,1
TXN_0065667,0,0.04142351116975562,1
TXN_0044584,0,0.04138400697308131,1
TXN_0097726,0,0.041335900550730886,1
TXN_0042320,0,0.04131264620787267,1
TXN_0023320,0,0.041248773455734855,1
TXN_0060324,0,0.04121054824414738,1
TXN_0009835,0,0.04116261735373372,1
TXN_0076896,0,0.04115373078584583,1
TXN_0078412,0,0.04110792283876319,1
TXN_0002353,0,0.04110128589185147,1
TXN_0057717,0,0.04109193311443671,1
TXN_0048089,1,0.041057590660752985,1
TXN_0069135,0,0.04104877022211306,1
TXN_0008985,1,0.04102430188219597,1
TXN_0095529,1,0.040911763791764866,1
TXN_0073348,0,0.04091176314713019,1
TXN_0003058,1,0.04089824992667079,1
TXN_0075873,1,0.04088709858917117,1
TXN_0069463,1,0.04072402316239432,1
TXN_0039274,1,0.04072352961128933,1
TXN_0068010,0,0.040722290792592375,1
TXN_0010668,0,0.04070432645501687,1
TXN_0079375,0,0.04062164277117575,1
TXN_0075087,1,0.04052869127134062,1
TXN_0086175,0,0.0405180330968149,1
TXN_0006013,0,0.040463036962308796,1
TXN_0012497,0,0.040428089502366316,1
TXN_0041731,1,0.04040447391492441,1
TXN_0082176,0,0.04040432837471808,1
TXN_0089600,0,0.040344670591117016,1
TXN_0078073,0,0.040321854383776445,1
TXN_0078746,0,0.04031438760069461,1
TXN_0072963,1,0.040310923499335405,1
TXN_0000852,0,0.04026065936843137,1
TXN_0008256,0,0.04024834257851029,1
TXN_0018603,0,0.04018552500137329,1
TXN_0005776,0,0.04018179771167585,1
TXN_0080426,0,0.04016937188622638,1
TXN_0097389,1,0.04014928106822335,1
TXN_0050614,0,0.04002452041777649,1
TXN_0060722,1,0.04001812755262457,1
TXN_0015695,0,0.04000473564286389,1
TXN_0057996,0,0.039929500173627175,1
TXN_0088123,1,0.039896629719569976,1
TXN_0046126,0,0.03989508936665531,1
TXN_0044571,0,0.03988187738526772,1
TXN_0059619,0,0.039867182789630196,1
TXN_0004188,0,0.03980322332260622,1
TXN_0076050,1,0.03976759161024146,1
TXN_0034213,0,0.03971457614202767,1
TXN_0033264,0,0.03966677607360458,1
TXN_0055231,1,0.03954383441931031,1
TXN_0027491,1,0.0395099916556626,1
TXN_0099203,1,0.03950410156258488,1
TXN_0016140,0,0.03948405151892265,1
TXN_0026310,0,0.03946802869943555,1
TXN_0044875,1,0.03943330436692827,1
TXN_0005178,1,0.03937676960060188,1
TXN_0077753,0,0.03933805084439934,1
TXN_0044060,0,0.03932661618969879,1
TXN_0083028,0,0.03930702521912455,1
TXN_0027022,0,0.039288097547844125,1
TXN_0050768,0,0.039268308924123696,1
TXN_0040549,0,0.039232241410300905,1
TXN_0018531,0,0.03915171476906931,1
TXN_0060529,0,0.03914804767655744,1
TXN_0017961,0,0.039071610800519685,1
TXN_0095020,0,0.039062236486463564,1
TXN_0034018,0,0.03904852164522832,1
TXN_0013121,0,0.039031399845594006,1
TXN_0070200,0,0.03898729019496261,1
TXN_0030767,0,0.03896656254519004,1
TXN_0017956,0,0.03894592313937295,1
TXN_0056883,1,0.038940634500669424,1
TXN_0026980,0,0.03892075379055726,1
TXN_0086090,0,0.03890013980974394,1
TXN_0088975,0,0.03888496240143391,1
TXN_0021583,0,0.0388634340034808,1
TXN_0005089,1,0.038781061942882555,1
TXN_0071673,0,0.03876228356772249,1
TXN_0038786,1,0.03862356460688665,1
TXN_0070206,0,0.03854715640325579,1
TXN_0022719,0,0.03854415041596959,1
TXN_0062041,1,0.038518094687968074,1
TXN_0006725,0,0.038501517341975156,1
TXN_0057920,1,0.03844372023939835,1
TXN_0014322,1,0.038331102653762716,1
TXN_0043571,0,0.03829362441959594,1
TXN_0078987,0,0.038141710423721276,1
TXN_0003511,1,0.0381181974504482,1
TXN_0070957,0,0.038114862396047666,1
TXN_0022068,1,0.03806105405640148,1
TXN_0095176,0,0.03798485841324606,1
TXN_0086352,0,0.03792466054895138,1
TXN_0022301,0,0.037922450510002315,1
TXN_0089958,0,0.03781651518594631,1
TXN_0005357,0,0.03778335737412242,1
TXN_0067217,0,0.037757924763739514,1
TXN_0081503,1,0.03771669357458063,1
TXN_0050335,0,0.037687897630248046,1
TXN_0063371,0,0.03768189089228313,1
TXN_0013372,0,0.03767113158817115,1
TXN_0049287,0,0.03760475467204005,1
TXN_0058943,1,0.03752008845689492,1
TXN_0084604,0,0.03750496577556717,1
TXN_0099945,0,0.037482038460977196,1
TXN_0061847,1,0.03746732673562081,1
TXN_0021595,1,0.037465853038463615,1
TXN_0094097,0,0.03744469763008895,1
TXN_0016582,1,0.03744333264088473,1
TXN_0026777,0,0.03742204965049789,1
TXN_0044320,1,0.03740058243680533,1
TXN_0012064,0,0.03736834293361868,1
TXN_0063639,0,0.03735534881489566,1
TXN_0037155,1,0.03734147890452666,1
TXN_0056039,0,0.037307655400758644,1
TXN_0040186,0,0.03730507198364341,1
TXN_0088989,0,0.03730399799846873,1
TXN_0034285,1,0.03730134866474466,1
TXN_0088453,0,0.03729537904477842,1
TXN_0019931,0,0.03729033343118382,1
TXN_0068719,0,0.03727688120725303,1
TXN_0024274,1,0.03725845207158551,1
TXN_0026433,0,0.0372188551026329,1
TXN_0037619,1,0.03719439018194404,1
TXN_0052593,0,0.03711132151599161,1
TXN_0006300,0,0.0371080024552487,1
TXN_0035533,0,0.037097738548528714,1
TXN_0023889,0,0.037097311999246485,1
TXN_0043977,1,0.03705440169057894,1
TXN_0015317,0,0.03699459687487294,1
TXN_0032786,0,0.036988589753921164,1
TXN_0000367,1,0.03697784550117078,1
TXN_0052153,0,0.03693805501891756,1
TXN_0003969,0,0.03693592861516404,1
TXN_0058351,1,0.0369124399942693,1
TXN_0030300,0,0.03688412940215491,1
TXN_0018437,0,0.03684503836510067,1
TXN_0007092,0,0.036835189473836905,1
TXN_0014698,1,0.036818379316822636,1
TXN_0086757,0,0.036817555909697375,1
TXN_0083359,0,0.036815710571662996,1
TXN_0071440,1,0.036793269919024874,1
TXN_0015642,0,0.036751045795689,1
TXN_0059597,1,0.03673937919863923,1
TXN_0064011,1,0.03670020136480889,1
TXN_0024816,0,0.036689090196717844,1
TXN_0060404,1,0.03662778839359637,1
TXN_0011497,0,0.036615889330317786,1
TXN_0047637,1,0.036533166563415875,1
TXN_0000088,1,0.03653111211203508,1
TXN_0080575,1,0.03652647946579646,1
TXN_0035023,1,0.036500158045212006,1
TXN_0022077,0,0.0364876490810504,1
TXN_0013579,0,0.03647233284318452,1
TXN_0052764,0,0.03646910662144387,1
TXN_0052560,0,0.036436661949042604,1
TXN_0048887,1,0.03637025568376018,1
TXN_0070752,0,0.036339429195680006,1
TXN_0036112,0,0.03633119481254743,1
TXN_0031696,1,0.036316615434592525,1
TXN_0095993,0,0.03631360714410359,1
TXN_0018394,1,0.03630411834590985,1
TXN_0039086,1,0.03629837199275421,1
TXN_0023215,0,0.03625442715086047,1
TXN_0060175,1,0.036206834160499524,1
TXN_0065046,0,0.03602190113583781,1
TXN_0024927,1,0.035989234486800026,1
TXN_0084915,1,0.03592994754127821,1
TXN_0079915,1,0.03592284437516968,1
TXN_0034599,0,0.035916848211221764,1
TXN_0069667,0,0.0359085886836642,1
TXN_0007224,1,0.035905652677677424,1
TXN_0047668,0,0.03589573649983291,1
TXN_0065291,0,0.035868679204922205,1
TXN_0044235,0,0.035861758505756236,1
TXN_0013899,0,0.03581051256771195,1
TXN_0006368,0,0.03576251933899488,1
TXN_0083961,0,0.03574411594432425,1
TXN_0054783,0,0.035742030480909626,1
TXN_0088830,0,0.03568179887820844,1
TXN_0015361,0,0.035673357238532155,1
TXN_0024071,1,0.0356721164390863,1
TXN_0054694,1,0.035661993752889365,1
TXN_0050032,1,0.035600870036491705,1
TXN_0014912,1,0.03558494590050032,1
TXN_0094762,0,0.035475699805357475,1
TXN_0092223,0,0.03547485122223515,1
TXN_0025362,1,0.03547308655487169,1
TXN_0020729,0,0.03540086677298271,1
TXN_0090918,1,0.03536930714356179,1
TXN_0074826,1,0.0353655114364555,1
TXN_0074503,0,0.03529667998632069,1
TXN_0001366,0,0.03528540098775157,1
TXN_0030660,0,0.035245057162924476,1
TXN_0079434,0,0.03524068095420929,1
TXN_0074626,1,0.03521883375056134,1
TXN_0023493,0,0.035119095455203087,1
TXN_0014965,0,0.035101813869719556,1
TXN_0022023,0,0.03508570260014243,1
TXN_0084465,0,0.03508073339419904,1
TXN_0054233,0,0.0350759039556624,1
TXN_0091713,0,0.035065777142486154,1
TXN_0089726,1,0.03505961671641922,1
TXN_0041946,0,0.034985267356559824,1
TXN_0097399,0,0.034931707573478854,1
TXN_0081986,0,0.03486859169398271,1
TXN_0021162,0,0.03481260231462047,1
TXN_0006964,0,0.034808251580260796,1
TXN_0013171,1,0.034802230499752174,1
TXN_0004656,0,0.03476603144294543,1
TXN_0058213,0,0.03471684045458945,1
TXN_0024153,1,0.03469697858608445,1
TXN_0052110,0,0.03467876148124749,1
TXN_0032243,1,0.034673444627634886,1
TXN_0030304,0,0.03467203545237474,1
TXN_0016015,0,0.03465014949375178,1
TXN_0065817,0,0.03460575383017317,1
TXN_0031980,0,0.03459362603194516,1
TXN_0069518,0,0.034587066539405464,1
TXN_0027157,1,0.0345702969743551,1
TXN_0038769,1,0.03455300360531521,1
TXN_0006585,1,0.03454193065851707,1
TXN_0013796,1,0.0344628415346937,1
TXN_0011618,0,0.034410864075116954,1
TXN_0040635,0,0.03438661747554583,1
TXN_0078785,1,0.034366820310960056,1
TXN_0034989,0,0.03434313589735105,1
TXN_0057675,0,0.03429683297493025,1
TXN_0027762,1,0.03427584762956026,1
TXN_0053134,0,0.03427570749041553,1
TXN_0031237,0,0.03427204724442412,1
TXN_0091377,0,0.03426661996681668,1
TXN_0017793,0,0.03426596500811907,1
TXN_0018395,0,0.03426220784276757,1
TXN_0051932,0,0.03425206566561856,1
TXN_0098717,1,0.0342380235584121,1
TXN_0014106,0,0.03422555348313372,1
TXN_0079672,1,0.03420697245666515,1
TXN_0027088,0,0.03420425718994835,1
TXN_0090672,0,0.034121708077892055,1
TXN_0089316,1,0.03411138586869156,1
TXN_0082986,1,0.03410986063203658,1
TXN_0021882,0,0.034065924762043176,1
TXN_0000473,0,0.03405949515827478,1
